Code établissement;Appellation officielle;Dénomination principale;Patronyme uai;Secteur Public/Privé;Adresse;Lieu dit;Boite postale;Code postal;Localite d'acheminement;Commune;Coordonnee X;Coordonnee Y;EPSG;Latitude;Longitude;Qualité d'appariement;Localisation;Code nature;Nature;Code état établissement;Etat établissement;Code département;Code région;Code académie;Code commune;Département;Région;Académie;Position;secteur_prive_code_type_contrat;secteur_prive_libelle_type_contrat;code_ministere;libelle_ministere;date_ouverture
0440069L;Lycée général et technologique Aristide Briand;LYCEE GENERAL ET TECHNOLOGIQUE;ARISTIDE BRIAND;Public;10 boulevard Pierre de Coubertin;;418;44606;ST NAZAIRE CEDEX;Saint-Nazaire;304692.0;6698935.0;EPSG:2154;47.27280304051035;-2.2325803430103903;Correcte;Numéro de rue;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;1;OUVERT;44;52;17;44184;Loire-Atlantique;Pays de la Loire;Nantes;47.2728030405,-2.23258034301;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0440228J;Collège privé Le Sacré-Coeur;COLLEGE PRIVE;LE SACRE COEUR;Privé;1 bis avenue DE LA PLAGE;;43;44380;PORNICHET;Pornichet;296311.7;6698618.1;EPSG:2154;47.26490820750227;-2.3428898180387683;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;44;52;17;44132;Loire-Atlantique;Pays de la Loire;Nantes;47.2649082075,-2.34288981804;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1967-03-10
0530456H;Ecole primaire;ECOLE PRIMAIRE;;Public;Rue de la Gare;;;53210;SOULGE SUR OUETTE;Soulgé-sur-Ouette;434280.4;6779390.2;EPSG:2154;48.06084838627172;-0.5682096541668755;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;53;52;17;53262;Mayenne;Pays de la Loire;Nantes;48.0608483863,-0.568209654167;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1969-02-05
0531051E;ECOLE PRIMAIRE PRIVEE;ECOLE ELEMENTAIRE PRIVEE LA PAGERIE;LA PAGERIE;Privé;Lieu-dit La Ferranderie;;;53170;LE BURET;Le Buret;437820.3;6763776.6;EPSG:2154;47.92190795414563;-0.5114198039456528;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;53;52;17;53046;Mayenne;Pays de la Loire;Nantes;47.9219079541,-0.511419803946;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2018-09-28
0720199A;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;ECOLE DU LAC;Public;11 RUE DU CHAMP DE FOIRE;;;72510;MANSIGNE;Mansigné;485497.9;6742251.2;EPSG:2154;47.745650857037994;0.13695942805054356;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;72;52;17;72182;Sarthe;Pays de la Loire;Nantes;47.745650857,0.136959428051;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1966-10-11
0850114M;Collège privé Saint Louis;COLLEGE PRIVE;ST LOUIS;Privé;23 place NAPOLEON;;;85035;LA ROCHE SUR YON CEDEX;La Roche-sur-Yon;361805.2;6628540.5;EPSG:2154;46.67161815028098;-1.4261497119725588;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;85;52;17;85191;Vendée;Pays de la Loire;Nantes;46.6716181503,-1.42614971197;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1967-03-07
0530010Y;Lycée général et technologique Ambroise Paré;LYCEE GENERAL ET TECHNOLOGIQUE;AMBROISE PARE;Public;17 rue du Lycée;;71309;53013;LAVAL CEDEX;Laval;418822.7;6780675.9;EPSG:2154;48.06593887069267;-0.7763004705105594;Parfaite;Numéro de rue;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;1;OUVERT;53;52;17;53130;Mayenne;Pays de la Loire;Nantes;48.0659388707,-0.776300470511;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0850082C;Collège privé Richelieu;COLLEGE PRIVE;RICHELIEU;Privé;10 rue FRANCOIS TRUFFAUT;;349;85009;LA ROCHE SUR YON CEDEX;La Roche-sur-Yon;363056.1;6626604.8;EPSG:2154;46.654845721591315;-1.4083996529739702;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;85;52;17;85191;Vendée;Pays de la Loire;Nantes;46.6548457216,-1.40839965297;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1967-03-07
0851557F;Chavagnes International Collège;ECOLE 2D DEGRE INTERNATIONAL;CHAVAGNES INTERNAT COLLEGE;Privé;96 rue DU CALVAIRE;;;85250;CHAVAGNES EN PAILLERS;Chavagnes-en-Paillers;376474.2;6652439.4;EPSG:2154;46.89373177220114;-1.2513696741362699;Parfaite;Numéro de rue;302;LYCEE D ENSEIGNEMENT GENERAL;1;OUVERT;85;52;17;85065;Vendée;Pays de la Loire;Nantes;46.8937317722,-1.25136967414;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2002-09-01
0490707C;Ecole élémentaire Alexandre Pain;ECOLE ELEMENTAIRE PUBLIQUE;ALEXANDRE PAIN;Public;4 bis rue Principale;;;49700;LOURESSE ROCHEMENIER;Louresse-Rochemenier;449602.3;6687153.8;EPSG:2154;47.23743420978778;-0.31081016574395604;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;49;52;17;49182;Maine-et-Loire;Pays de la Loire;Nantes;47.2374342098,-0.310810165744;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-10-15
0490725X;Ecole primaire Les Champs Dorés;ECOLE PRIMAIRE PUBLIQUE;LES CHAMPS DORES;Public;Place de l'Eglise;LASSE;;49490;NOYANT VILLAGES;Noyant-Villages;477149.9;6719747.8;EPSG:2154;47.54046521840699;0.03690438561397986;Correcte;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;49;52;17;49228;Maine-et-Loire;Pays de la Loire;Nantes;47.5404652184,0.036904385614;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-10-15
0490731D;Ecole élémentaire LE SOPHORA;ECOLE ELEMENTAIRE PUBLIQUE;LE SOPHORA;Public;22 route d'Angers;AMBILLOU-CHATEAU;;49700;TUFFALUN;Tuffalun;447009.3;6690198.5;EPSG:2154;47.26383621110998;-0.34675979986002176;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;49;52;17;49003;Maine-et-Loire;Pays de la Loire;Nantes;47.2638362111,-0.34675979986;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-10-15
0490741P;Ecole primaire MARIGNE;ECOLE PRIMAIRE PUBLIQUE;LES ROSEAUX;Public;4 rue Max Richard;MARIGNE;;49330;LES HAUTS D ANJOU;Les Hauts-d'Anjou;428973.8;6741984.0;EPSG:2154;47.72238044445086;-0.6163810524810589;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;49;52;17;49080;Maine-et-Loire;Pays de la Loire;Nantes;47.7223804445,-0.616381052481;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-10-15
0490748X;Ecole élémentaire Les Trois Plumes;ECOLE ELEMENTAIRE PUBLIQUE;3 PLUMES LA FERRIERE DE FLEE;Public;19 rue du Général de Gaulle;LA FERRIERE-DE-FLEE;;49500;SEGRE EN ANJOU BLEU;Segré-en-Anjou Bleu;411896.1;6743779.4;EPSG:2154;47.73126246676497;-0.8450700900941972;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;49;52;17;49331;Maine-et-Loire;Pays de la Loire;Nantes;47.7312624668,-0.845070090094;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-10-15
0490767T;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;Public;15 rue de la Mairie;;;49140;SERMAISE;Sermaise;458332.5;6718669.7;EPSG:2154;47.52414618824616;-0.2124504049204035;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;49;52;17;49334;Maine-et-Loire;Pays de la Loire;Nantes;47.5241461882,-0.21245040492;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-10-15
0491047X;Ecole primaire René Brossard;ECOLE PRIMAIRE PUBLIQUE;RENE BROSSARD;Public;21 rue Constant Gérard;NOYANT-LA-GRAVOYERE;;49500;SEGRE EN ANJOU BLEU;Segré-en-Anjou Bleu;403450.8;6741240.2;EPSG:2154;47.70468276895771;-0.9558998601278916;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;49;52;17;49331;Maine-et-Loire;Pays de la Loire;Nantes;47.704682769,-0.955899860128;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-06-02
0491050A;Ecole primaire Les Tilleuls;ECOLE PRIMAIRE PUBLIQUE;LES TILLEULS;Public;1 rue DE LA COMMANDERIE;VILLEMOISAN;;49370;VAL D ERDRE AUXENCE;Val d'Erdre-Auxence;406825.7;6714362.9;EPSG:2154;47.46456230813022;-0.8932896362762387;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;49;52;17;49183;Maine-et-Loire;Pays de la Loire;Nantes;47.4645623081,-0.893289636276;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-06-02
0491052C;Ecole élémentaire;ECOLE ELEMENTAIRE PUBLIQUE;LA SANSONNIERE;Public;;ST GEORGES-DES-SEPT-VOIES;;49350;GENNES VAL DE LOIRE;Gennes-Val-de-Loire;455996.0;6698035.9;EPSG:2154;47.337699706036204;-0.232253334240905;Mauvaise;Ville;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;49;52;17;49261;Maine-et-Loire;Pays de la Loire;Nantes;47.337699706,-0.232253334241;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-06-02
0491622X;Ecole maternelle;ECOLE MATERNELLE PUBLIQUE;LA COLLINE;Public;42 avenue Rochechouart;;;49590;FONTEVRAUD L ABBAYE;Fontevraud-l'Abbaye;476699.2;6680159.9;EPSG:2154;47.184187043502604;0.0505694401902525;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;49;52;17;49140;Maine-et-Loire;Pays de la Loire;Nantes;47.1841870435,0.0505694401903;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1971-06-14
0491631G;Ecole primaire Eugène Livet;ECOLE PRIMAIRE PUBLIQUE;EUGENE LIVET;Public;2 route de Blou;;;49390;VERNANTES;Vernantes;477369.6;6703371.4;EPSG:2154;47.39322665657238;0.047959597323075066;Correcte;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;49;52;17;49368;Maine-et-Loire;Pays de la Loire;Nantes;47.3932266566,0.0479595973231;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1971-06-14
0491634K;Ecole primaire CONCOURSON-SUR-LAYON;ECOLE PRIMAIRE PUBLIQUE;CONCOURSON-SUR-LAYON;Public;5 rue des Ecoles;CONCOURSON-SUR-LAYON;;49700;DOUE EN ANJOU;Doué-en-Anjou;446974.0;6680268.5;EPSG:2154;47.17450621304177;-0.3416703434154009;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;49;52;17;49125;Maine-et-Loire;Pays de la Loire;Nantes;47.174506213,-0.341670343415;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1971-06-14
0491635L;Ecole élémentaire;ECOLE ELEMENTAIRE PUBLIQUE;;Public;49 avenue Rochechouart;;;49590;FONTEVRAUD L ABBAYE;Fontevraud-l'Abbaye;476691.0;6680121.9;EPSG:2154;47.18384241842375;0.05047997219749653;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;49;52;17;49140;Maine-et-Loire;Pays de la Loire;Nantes;47.1838424184,0.0504799721975;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1971-06-14
0491645X;Collège Jean Racine;COLLEGE;JEAN RACINE;Public;Rue du Stade;;;49170;ST GEORGES SUR LOIRE;Saint-Georges-sur-Loire;416839.2;6707935.7;EPSG:2154;47.411138014868676;-0.7564595262954776;Parfaite;Rue;340;COLLEGE;1;OUVERT;49;52;17;49283;Maine-et-Loire;Pays de la Loire;Nantes;47.4111380149,-0.756459526295;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1972-01-26
0491662R;Ecole primaire Petit Anjou;ECOLE PRIMAIRE PUBLIQUE;PETIT ANJOU;Public;Impasse des Tilleuls;ST-CHRISTOPHE-LA-COUPERIE;;49270;OREE D ANJOU;Orée d'Anjou;384028.5;6692073.3;EPSG:2154;47.2536828788362;-1.1798305256405481;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;49;52;17;49069;Maine-et-Loire;Pays de la Loire;Nantes;47.2536828788,-1.17983052564;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1972-05-29
0491690W;Ecole primaire St Exupéry;ECOLE PRIMAIRE PUBLIQUE;SAINT EXUPERY;Public;27 avenue de la Gare;LA MEMBROLLE-SUR-LONGUENE;;49770;LONGUENEE EN ANJOU;Longuenée-en-Anjou;423942.3;6723789.8;EPSG:2154;47.55669998197464;-0.6721397935702369;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;49;52;17;49200;Maine-et-Loire;Pays de la Loire;Nantes;47.556699982,-0.67213979357;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1973-06-06
0491692Y;Ecole maternelle les Trois Cerisiers;ECOLE MATERNELLE PUBLIQUE;LES TROIS CERISIERS;Public;Rue de Bellevue;CORNE;;49630;LOIRE AUTHION;Loire-Authion;447702.9;6713327.4;EPSG:2154;47.47212316185341;-0.3505704750774738;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;49;52;17;49307;Maine-et-Loire;Pays de la Loire;Nantes;47.4721231619,-0.350570475077;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1973-06-06
0491706N;Collège Le Pont de Moine;COLLEGE;LE PONT DE MOINE;Public;4 rue DES CHAMPS DE FLEURS;MONTFAUCON-MONTIGNE;;49230;SEVREMOINE;Sèvremoine;387153.1;6674215.6;EPSG:2154;47.09461395585282;-1.1262394092916275;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;49;52;17;49301;Maine-et-Loire;Pays de la Loire;Nantes;47.0946139559,-1.12623940929;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1975-09-15
0491709S;Ecole maternelle Jacques Prévert;ECOLE MATERNELLE PUBLIQUE;JACQUES PREVERT;Public;15 rue des Lauriers;;;49170;ST GEORGES SUR LOIRE;Saint-Georges-sur-Loire;416195.9;6707492.0;EPSG:2154;47.4068726770936;-0.7647003165681969;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;49;52;17;49283;Maine-et-Loire;Pays de la Loire;Nantes;47.4068726771,-0.764700316568;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1974-05-20
0491713W;Ecole élémentaire Jules Verne;ECOLE ELEMENTAIRE PUBLIQUE;JULES VERNE;Public;Chemin de Bellevue;POUANCE;;49420;OMBREE D ANJOU;Ombrée d'Anjou;387302.8;6745668.5;EPSG:2154;47.737008441042235;-1.1740398539943668;Parfaite;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;49;52;17;49248;Maine-et-Loire;Pays de la Loire;Nantes;47.737008441,-1.17403985399;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1974-05-20
0491715Y;Ecole primaire Roger Mercier;ECOLE PRIMAIRE PUBLIQUE;ROGER MERCIER;Public;5 avenue Jeanne d'Arc;MONTJEAN-SUR-LOIRE;;49570;MAUGES SUR LOIRE;Mauges-sur-Loire;409047.8;6705497.9;EPSG:2154;47.38583790294842;-0.8580803979783017;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;49;52;17;49244;Maine-et-Loire;Pays de la Loire;Nantes;47.3858379029,-0.858080397978;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1974-05-20
0491737X;Ecole élémentaire spécialisée Victor Hugo;ECOLE ELEMENTAIRE PUBLIQUE;VICTOR HUGO;Public;26 rue Victor Hugo;;;49100;ANGERS;Angers;433738.7;6714627.3;EPSG:2154;47.47833323444384;-0.5365499430756976;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;49;52;17;49007;Maine-et-Loire;Pays de la Loire;Nantes;47.4783332344,-0.536549943076;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1975-05-12
0491751M;Ecole maternelle Jacques Prévert;ECOLE MATERNELLE PUBLIQUE;JACQUES PREVERT;Public;19 rue Edouard Branly;;;49800;TRELAZE;Trélazé;438769.3;6710871.7;EPSG:2154;47.44656723922204;-0.4676298027883794;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;49;52;17;49353;Maine-et-Loire;Pays de la Loire;Nantes;47.4465672392,-0.467629802788;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1975-05-13
0491782W;école primaire Les Rogelins;ECOLE PRIMAIRE PUBLIQUE;LES ROGELINS;Public;19 rue des Rogelins;;;49400;VARRAINS;Varrains;468093.4;6684303.1;EPSG:2154;47.21851026697077;-0.06511004809251526;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;49;52;17;49362;Maine-et-Loire;Pays de la Loire;Nantes;47.218510267,-0.0651100480925;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1976-05-17
0491826U;Collège Yolande d'Anjou;COLLEGE;YOLANDE D ANJOU;Public;Place DES RECOLLETS;;337;49400;SAUMUR;Saumur;467535.4;6688371.5;EPSG:2154;47.25491363506482;-0.07457036853857214;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;49;52;17;49328;Maine-et-Loire;Pays de la Loire;Nantes;47.2549136351,-0.0745703685386;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1977-03-24
0491847S;Ecole primaire Marie Curie;ECOLE PRIMAIRE PUBLIQUE;MARIE CURIE;Public;40 rue Marceau;;;49300;CHOLET;Cholet;404935.9;6669844.9;EPSG:2154;47.063436970356385;-0.8892500592355672;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;49;52;17;49099;Maine-et-Loire;Pays de la Loire;Nantes;47.0634369704,-0.889250059236;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1977-05-20
0491851W;Ecole primaire Les Moisillons;ECOLE PRIMAIRE PUBLIQUE;LES MOISILLONS;Public;7 rue Relais du Petit Verger;NOYANT;;49390;NOYANT VILLAGES;Noyant-Villages;483067.0;6716345.1;EPSG:2154;47.51182803187614;0.11716046530839765;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;49;52;17;49228;Maine-et-Loire;Pays de la Loire;Nantes;47.5118280319,0.117160465308;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1977-05-20
0491889M;Ecole primaire Alfred de Musset;ECOLE PRIMAIRE PUBLIQUE;ALFRED DE MUSSET;Public;Rue du Stade;;;49370;ST CLEMENT DE LA PLACE;Saint-Clément-de-la-Place;417996.9;6720655.1;EPSG:2154;47.526000417335325;-0.7491299945873349;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;49;52;17;49271;Maine-et-Loire;Pays de la Loire;Nantes;47.5260004173,-0.749129994587;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1979-09-01
0491893S;Ecole maternelle Marie Laurencin;ECOLE MATERNELLE PUBLIQUE;MARIE LAURENCIN;Public;11 avenue de la Gare;;;49125;TIERCE;Tiercé;439468.1;6729700.4;EPSG:2154;47.616165721625215;-0.46933998924168296;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;49;52;17;49347;Maine-et-Loire;Pays de la Loire;Nantes;47.6161657216,-0.469339989242;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1979-09-01
0491909J;Ecole élémentaire Jules Ferry;ECOLE ELEMENTAIRE PUBLIQUE;JULES FERRY;Public;18 bis rue de la Sablière;BEAUPREAU;;49600;BEAUPREAU EN MAUGES;Beaupréau-en-Mauges;398130.4;6686219.9;EPSG:2154;47.20762171323734;-0.9896994888114667;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;49;52;17;49023;Maine-et-Loire;Pays de la Loire;Nantes;47.2076217132,-0.989699488811;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1980-09-01
0530021K;Collège de Misedon;COLLEGE;DE MISEDON;Public;22 rue du 8 Mai 1945;;;53410;PORT BRILLET;Port-Brillet;404540.6;6786856.1;EPSG:2154;48.115182038250886;-0.9719699925080139;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;53;52;17;53182;Mayenne;Pays de la Loire;Nantes;48.1151820383,-0.971969992508;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0530039E;Section d'enseignement professionnel du LPO Raoul Vadepied;SECTION ENSEIGNT PROFESSIONNEL;LPO RAOUL VADEPIED;Public;Boulevard ROSSIGNOL;;0229;53602;EVRON CEDEX;Evron;447236.3;6788991.0;EPSG:2154;48.15229941752405;-0.3999995875560734;Parfaite;Numéro de rue;334;SECTION D ENSEIGNEMENT PROFESSIONNEL;1;OUVERT;53;52;17;53097;Mayenne;Pays de la Loire;Nantes;48.1522994175,-0.399999587556;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1967-11-13
0530048P;Lycée général et technologique privé Immaculée-Conception;LYCEE GEN.ET TECHNOL.PRIVE;IMMACULEE CONCEPTION;Privé;15  RUE CROSSARDIERE;;;53000;LAVAL;Laval;419427.2;6781558.7;EPSG:2154;48.0741336510101;-0.7687596318723624;Parfaite;Numéro de rue;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;1;OUVERT;53;52;17;53130;Mayenne;Pays de la Loire;Nantes;48.074133651,-0.768759631872;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1967-04-20
0530059B;Collège privé Sacré-Coeur;COLLEGE PRIVE;SACRE COEUR;Privé;13 rue du Général de Gaulle;;;53600;EVRON;Evron;447361.7;6789346.1;EPSG:2154;48.15554027847027;-0.3985203322112015;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;53;52;17;53097;Mayenne;Pays de la Loire;Nantes;48.1555402785,-0.398520332211;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1967-04-20
0530123W;Ecole maternelle;ECOLE MATERNELLE PUBLIQUE;RPI ALEXAIN ST GERMAIN LE G.;Public;11 RUE DE L'ECOLE;;;53240;LA BIGOTTIERE;La Bigottière;417967.4;6797622.3;EPSG:2154;48.21788276414737;-0.7987104842443342;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;53;52;17;53031;Mayenne;Pays de la Loire;Nantes;48.2178827641,-0.798710484244;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1969-01-13
0530167U;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;EX CHATRES LA FORET;Public;1 BIS RUE DES VIGNES;CHATRES LA FORET;;53600;EVRON;Evron;444789.9;6787092.0;EPSG:2154;48.13427570877863;-0.4317561444653132;Correcte;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;53;52;17;53097;Mayenne;Pays de la Loire;Nantes;48.1342757088,-0.431756144465;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1969-01-15
0530381B;Ecole primaire;EPPU RPIC (BRAINS/ST MICHEL);RPI CONCENTRE;Public;10 boulevard Charles de Gaulle;;;53390;ST AIGNAN SUR ROE;Saint-Aignan-sur-Roë;390623.2;6756916.9;EPSG:2154;47.839678730411975;-1.1376595380903736;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;53;52;17;53197;Mayenne;Pays de la Loire;Nantes;47.8396787304,-1.13765953809;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1969-02-03
0530522E;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;SIMONE VEIL;Public;Rue des Ecoles;;;53170;BAZOUGERS;Bazougers;432864.5;6774815.2;EPSG:2154;48.0191438575492;-0.5844101082520511;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;53;52;17;53025;Mayenne;Pays de la Loire;Nantes;48.0191438575,-0.584410108252;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-09-14
0530527K;Ecole primaire privée Saint Joseph;ECOLE PRIMAIRE PRIVEE;SAINT JOSEPH;Privé;5 route de la Bazouges;;;53480;VAIGES;Vaiges;441065.6;6776623.9;EPSG:2154;48.03870215074517;-0.4755799799509962;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;53;52;17;53267;Mayenne;Pays de la Loire;Nantes;48.0387021507,-0.475579979951;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1969-03-28
0530540Z;Ecole primaire privée Haute-Follis;ECOLE PRIMAIRE PRIVEE;HAUTE-FOLLIS;Privé;91 rue Haute Follis;;;53000;LAVAL;Laval;418113.7;6781719.3;EPSG:2154;48.07501193493397;-0.7864794545900236;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;53;52;17;53130;Mayenne;Pays de la Loire;Nantes;48.0750119349,-0.78647945459;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1969-03-26
0530541A;Ecole primaire privée Saint Joseph;ECOLE PRIMAIRE PRIVEE;SAINT JOSEPH;Privé;32 rue du 124e Régiment d'Infanterie;;;53000;LAVAL;Laval;418717.0;6781472.9;EPSG:2154;48.07305715227179;-0.7782296671344145;Correcte;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;53;52;17;53130;Mayenne;Pays de la Loire;Nantes;48.0730571523,-0.778229667134;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1969-03-26
0530550K;Ecole primaire privée Saint Pierre;ECOLE PRIMAIRE PRIVEE;SAINT PIERRE;Privé;15 rue du Stade;;;53000;LAVAL;Laval;419823.5;6781865.2;EPSG:2154;48.07705863470782;-0.763640528670064;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;53;52;17;53130;Mayenne;Pays de la Loire;Nantes;48.0770586347,-0.76364052867;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1969-03-26
